ID,Day,Incidence,Brand,Quantity,Last_Inc_Brand,Last_Inc_Quantity,Price_1,Price_2,Price_3,Price_4,Price_5,Promotion_1,Promotion_2,Promotion_3,Promotion_4,Promotion_5
200000001,111,0,0,0,1,1,1.47,1.9,1.99,1.97,2.67,1,1,0,0,0
200000001,118,0,0,0,0,0,1.43,1.31,1.99,2.16,2.67,0,1,0,0,0
200000001,125,0,0,0,0,0,1.39,1.84,1.93,2.16,2.67,1,0,0,0,0
200000001,137,0,0,0,0,0,1.19,1.89,1.99,2.16,2.67,1,1,0,0,0
200000001,142,1,4,1,0,0,1.21,1.35,1.99,2.16,2.68,1,1,0,0,0
200000001,149,0,0,0,4,1,1.39,1.9,1.99,2.16,2.64,1,0,0,0,0
200000001,160,0,0,0,0,0,1.39,1.9,1.94,2.16,2.62,1,0,0,0,0
200000001,161,0,0,0,0,0,1.39,1.9,1.94,2.16,2.62,1,0,0,0,0
200000001,167,0,0,0,0,0,1.39,1.9,1.94,2.16,2.63,1,0,0,0,0
200000001,183,1,2,3,0,0,1.46,1.88,1.97,1.89,2.37,1,0,0,1,1
200000001,190,0,0,0,2,1,1.35,1.88,1.99,2.16,2.44,0,0,0,0,0
200000001,197,0,0,0,0,0,1.35,1.57,1.99,2.16,2.66,0,1,0,0,0
200000001,204,0,0,0,0,0,1.49,1.9,1.97,2.16,2.34,0,0,0,0,0
200000001,211,0,0,0,0,0,1.49,1.78,1.99,1.97,2.67,0,0,0,1,0
200000001,218,0,0,0,0,0,1.34,1.89,1.99,2.13,2.36,0,0,0,0,0
200000001,219,0,0,0,0,0,1.34,1.89,1.99,2.13,2.67,1,1,0,1,0
200000001,227,0,0,0,0,0,1.27,1.52,1.95,1.97,2.67,1,1,0,1,0
200000001,237,0,0,0,0,0,1.46,1.89,1.93,2.16,2.67,1,0,0,0,0
200000001,248,0,0,0,0,0,1.46,1.89,1.99,2.15,2.66,0,0,0,0,0
200000001,249,0,0,0,0,0,1.46,1.89,1.99,2.15,2.65,0,0,0,0,0
200000001,255,0,0,0,0,0,1.46,1.57,2,2.16,2.64,0,1,0,0,0
200000001,263,0,0,0,0,0,1.37,1.26,1.96,2.16,2.67,1,1,0,0,0
200000001,265,0,0,0,0,0,1.37,1.26,1.96,2.16,2.67,1,1,0,0,0
200000001,266,0,0,0,0,0,1.37,1.26,1.96,2.16,2.67,1,1,0,0,0
200000001,275,0,0,0,0,0,1.4,1.89,2,2.16,2.64,1,0,0,0,0
200000001,282,0,0,0,0,0,1.37,1.89,2,2.14,2.64,0,0,0,0,0
200000001,290,0,0,0,0,0,1.49,1.89,2,2.17,2.67,0,0,0,0,0
200000001,297,0,0,0,0,0,1.48,1.89,2.01,2.18,2.69,0,0,0,0,0
200000001,298,0,0,0,0,0,1.48,1.89,2.01,2.18,2.69,0,0,0,0,0
200000001,308,0,0,0,0,0,1.34,1.89,2.01,2.03,2.68,0,0,0,1,0
200000001,315,0,0,0,0,0,1.33,1.49,2.01,2.21,2.7,0,1,0,0,0
200000001,322,0,0,0,0,0,1.33,1.89,1.98,2.21,2.7,1,1,0,0,0
200000001,327,1,4,3,0,0,1.47,1.89,2.01,1.9,2.71,0,0,0,1,0
200000001,329,0,0,0,4,1,1.47,1.89,2.01,1.9,2.7,0,0,0,1,0
200000001,333,0,0,0,0,0,1.47,1.89,2.01,1.9,2.7,0,0,0,1,0
200000001,342,0,0,0,0,0,1.4,1.89,2.02,2.02,2.6,1,0,0,0,0
200000001,355,0,0,0,0,0,1.26,1.81,1.97,2.21,2.66,1,1,0,0,0
200000001,362,0,0,0,0,0,1.33,1.89,2.02,2.2,2.69,0,0,0,0,0
200000001,369,0,0,0,0,0,1.21,1.53,2.02,2.21,2.68,0,1,0,0,0
200000001,380,0,0,0,0,0,1.21,1.87,2.02,2.21,2.71,1,0,0,0,0
200000001,381,0,0,0,0,0,1.24,1.87,2.02,2.21,2.71,1,0,0,0,0
200000001,395,0,0,0,0,0,1.34,1.89,2.02,1.94,2.7,0,1,0,1,0
200000001,402,0,0,0,0,0,1.47,1.89,2.02,2.21,2.69,0,0,0,0,0
200000001,410,0,0,0,0,0,1.33,1.89,2.02,2.21,2.7,0,0,0,0,0
200000001,419,0,0,0,0,0,1.34,1.89,2.02,2.21,2.65,0,0,0,1,0
200000001,423,0,0,0,0,0,1.34,1.89,2.02,2.21,2.65,0,0,0,1,0
200000001,425,0,0,0,0,0,1.34,1.57,2.02,1.98,2.64,0,1,0,1,1
200000001,435,0,0,0,0,0,1.38,1.77,2.02,2.18,2.66,0,0,0,0,0
200000001,456,0,0,0,0,0,1.48,1.77,2.02,2.21,2.7,0,0,0,0,0
200000001,463,0,0,0,0,0,1.35,1.57,2.02,2.21,2.7,1,1,0,0,0
200000001,470,0,0,0,0,0,1.39,1.36,2.02,2.21,2.7,0,1,0,0,0
200000001,477,0,0,0,0,0,1.26,1.88,1.99,2.21,2.7,1,0,0,0,0
200000001,484,0,0,0,0,0,1.39,1.88,2.01,2.21,2.7,0,0,0,0,0
200000001,491,0,0,0,0,0,1.33,1.57,2.06,2.21,2.58,1,1,0,0,0
200000001,494,0,0,0,0,0,1.33,1.57,2.06,2.21,2.58,1,1,0,0,0
200000001,497,0,0,0,0,0,1.33,1.57,2.06,2.21,2.58,0,0,0,0,0
200000001,510,0,0,0,0,0,1.34,1.88,2.07,2.26,2.43,0,0,0,0,0
200000001,517,0,0,0,0,0,1.47,1.51,2.07,1.96,2.64,0,1,0,1,0
200000001,543,0,0,0,0,0,1.47,1.56,2.05,2.26,2.59,0,1,0,0,0
200000001,547,1,2,2,0,0,1.35,1.89,2.07,2.26,2.63,1,0,0,0,0
200000001,562,1,2,3,2,1,1.33,1.51,2.07,2.26,2.62,1,1,0,0,0
200000001,569,0,0,0,2,1,1.48,1.89,2.07,2.26,2.6,0,0,0,0,0
200000001,583,0,0,0,0,0,1.34,1.57,2.01,2.24,2.72,0,1,0,0,0
200000001,590,0,0,0,0,0,1.26,1.89,2.06,2.19,2.49,1,0,0,1,0
200000001,596,0,0,0,0,0,1.35,1.83,2.06,2.24,2.59,1,1,0,0,0
200000001,604,0,0,0,0,0,1.41,1.81,2.06,2.24,2.79,0,0,0,0,0
200000001,611,0,0,0,0,0,1.32,1.89,2.06,2.24,2.75,1,0,0,0,0
200000001,612,0,0,0,0,0,1.32,1.89,2.06,2.24,2.75,0,1,0,0,0
200000001,629,0,0,0,0,0,1.25,1.89,2.11,2.24,2.79,1,0,1,0,0
200000001,637,0,0,0,0,0,1.31,1.56,2,2.24,2.79,1,1,1,0,0
200000001,644,0,0,0,0,0,1.5,1.85,2.06,2.24,2.79,1,0,0,0,0
200000001,648,0,0,0,0,0,1.5,1.85,2.06,2.24,2.79,0,0,0,0,0
200000001,649,0,0,0,0,0,1.5,1.85,2.06,2.24,2.79,0,0,0,0,0
200000001,656,0,0,0,0,0,1.26,1.88,2.06,2.24,2.78,1,1,0,0,0
200000001,670,0,0,0,0,0,1.42,1.86,2.06,2.24,2.72,0,0,0,0,0
200000001,682,0,0,0,0,0,1.34,1.85,2.06,2.24,2.77,1,1,0,0,0
200000001,689,0,0,0,0,0,1.5,1.87,2.06,2.24,2.78,0,0,0,0,0
200000001,702,1,5,1,0,0,1.41,1.85,2,2.24,2.79,0,0,1,0,0
200000001,717,0,0,0,5,1,1.5,1.8,2.14,2.24,2.75,0,0,0,0,0
200000001,726,0,0,0,0,0,1.51,1.82,2.09,2.24,2.8,0,0,0,0,0
200000001,727,0,0,0,0,0,1.5,1.82,2.09,2.24,2.8,0,0,0,0,0
200000002,6,1,4,1,0,0,1.59,1.87,2.01,2.09,2.66,0,0,0,0,0
200000002,11,0,0,0,4,1,1.51,1.89,1.99,2.09,2.66,0,0,0,0,0
200000002,18,0,0,0,0,0,1.52,1.89,1.99,2.09,2.66,0,0,0,0,0
200000002,24,0,0,0,0,0,1.5,1.9,1.99,2.09,2.66,0,0,0,0,0
200000002,25,0,0,0,0,0,1.5,1.9,1.99,2.09,2.66,0,0,0,0,0
200000002,38,0,0,0,0,0,1.5,1.9,1.99,2.09,2.67,0,0,0,0,0
200000002,43,0,0,0,0,0,1.35,1.58,1.97,2.09,2.67,1,1,1,0,0
200000002,50,0,0,0,0,0,1.35,1.87,1.93,2.09,2.34,1,0,1,0,0
200000002,58,0,0,0,0,0,1.39,1.9,1.91,2.12,2.62,1,0,0,0,1
200000002,63,0,0,0,0,0,1.39,1.89,1.91,2.12,2.67,0,0,0,0,0
200000002,72,0,0,0,0,0,1.39,1.89,1.91,2.12,2.54,0,1,0,0,0
200000002,79,0,0,0,0,0,1.47,1.85,1.95,2.12,2.5,0,0,0,0,1
200000002,86,0,0,0,0,0,1.39,1.9,1.95,2.12,2.49,0,0,0,0,0
200000002,94,0,0,0,0,0,1.39,1.58,1.99,2.11,2.61,0,0,0,0,0
200000002,100,1,4,2,0,0,1.47,1.9,1.95,2.12,2.67,0,0,0,1,0
200000002,117,0,0,0,4,1,1.43,1.35,1.95,2.16,2.67,1,1,0,0,0
200000002,129,0,0,0,0,0,1.19,1.89,1.99,2.16,2.67,1,0,0,0,0
200000002,139,0,0,0,0,0,1.17,1.9,1.99,2.16,2.67,1,0,0,0,0
200000002,145,0,0,0,0,0,1.36,1.35,1.99,2.16,2.64,0,0,0,0,0
200000002,152,0,0,0,0,0,1.39,1.9,1.94,2.16,2.51,1,0,0,0,0
200000002,165,0,0,0,0,0,1.39,1.9,1.94,2.16,2.61,1,0,0,0,0
200000002,171,0,0,0,0,0,1.39,1.9,1.99,2.16,2.49,0,1,0,0,0
200000002,185,0,0,0,0,0,1.32,1.88,1.97,1.89,2.49,0,0,0,0,0
200000002,192,0,0,0,0,0,1.35,1.88,1.99,2.16,2.19,0,1,0,0,0
200000002,199,0,0,0,0,0,1.49,1.57,1.99,2.16,2.66,0,0,0,0,0
200000002,204,0,0,0,0,0,1.49,1.9,1.97,2.16,2.34,0,0,0,0,0
200000002,210,0,0,0,0,0,1.49,1.9,1.99,1.97,2.66,0,0,0,1,0
200000002,218,0,0,0,0,0,1.34,1.89,1.99,2.13,2.36,0,0,0,0,0
200000002,220,0,0,0,0,0,1.34,1.89,1.99,2.13,2.67,0,1,0,1,0
200000002,227,0,0,0,0,0,1.27,1.52,1.95,1.97,2.67,1,1,0,1,0
200000002,230,0,0,0,0,0,1.27,1.52,1.95,1.97,2.67,1,1,0,1,0
200000002,231,0,0,0,0,0,1.27,1.52,1.95,1.97,2.67,1,0,0,0,0
200000002,244,0,0,0,0,0,1.46,1.89,1.91,2.16,2.67,0,0,0,0,0
200000002,252,0,0,0,0,0,1.46,1.89,1.99,2.16,2.67,0,1,0,0,0
200000002,264,0,0,0,0,0,1.37,1.26,1.96,2.16,2.67,1,1,0,0,0
200000002,270,0,0,0,0,0,1.37,1.27,1.96,2.16,2.67,1,0,0,0,0
200000002,277,0,0,0,0,0,1.4,1.89,2,2.16,2.64,0,0,0,0,0
200000002,283,1,4,3,0,0,1.37,1.89,2,2.14,2.64,0,0,0,0,0
200000002,290,0,0,0,4,1,1.49,1.89,2,2.17,2.67,0,0,0,0,0
200000002,296,0,0,0,0,0,1.48,1.89,2.01,2.18,2.69,0,0,0,0,0
200000002,307,1,4,1,0,0,1.34,1.89,2.01,2.03,2.68,1,0,0,1,0
200000002,310,0,0,0,4,1,1.2,1.89,2.01,2.03,2.7,0,1,0,0,0
200000002,324,0,0,0,0,0,1.33,1.89,1.98,2.21,2.7,0,0,0,1,0
200000002,331,0,0,0,0,0,1.47,1.89,2.01,1.9,2.7,0,0,0,1,0
200000002,336,0,0,0,0,0,1.47,1.89,2.02,1.9,2.69,0,0,0,0,0
200000002,349,0,0,0,0,0,1.29,1.89,1.97,2.21,2.61,1,1,0,0,0
200000002,354,0,0,0,0,0,1.23,1.81,1.97,2.21,2.66,1,1,0,0,0
200000002,363,0,0,0,0,0,1.27,1.89,2.02,2.2,2.67,0,1,0,0,0
200000002,384,0,0,0,0,0,1.23,1.87,2.02,2.21,2.71,0,0,0,0,0
200000002,392,0,0,0,0,0,1.47,1.89,2.02,1.94,2.7,0,1,0,1,0
200000002,417,0,0,0,0,0,1.34,1.89,2.02,2.21,2.65,0,0,0,1,0
200000002,419,0,0,0,0,0,1.34,1.89,2.02,2.21,2.65,0,0,0,1,0
200000002,422,1,4,1,0,0,1.34,1.89,2.02,2.21,2.65,0,0,0,1,0
200000002,423,0,0,0,4,1,1.34,1.89,2.02,2.21,2.65,0,0,0,1,0
200000002,430,0,0,0,0,0,1.34,1.57,2.02,1.98,2.64,0,1,0,0,0
200000002,440,0,0,0,0,0,1.47,1.89,2.02,2.18,2.64,0,1,0,0,0
200000002,451,0,0,0,0,0,1.47,1.77,2.02,2.21,2.7,0,0,0,0,0
200000002,458,0,0,0,0,0,1.47,1.48,2.02,2.21,2.7,0,1,0,0,0
200000002,459,1,4,1,0,0,1.47,1.48,2.02,2.21,2.7,0,1,0,0,0
200000002,468,1,4,2,4,1,1.28,1.36,2.02,2.21,2.68,0,1,0,0,0
200000002,471,1,4,3,4,1,1.39,1.36,2.02,2.21,2.7,0,0,0,0,0
200000002,479,0,0,0,4,1,1.35,1.88,1.99,2.21,2.7,0,0,0,0,0
200000002,498,1,2,3,0,0,1.19,1.57,2.06,2.21,2.54,0,0,0,0,1
200000002,508,1,4,1,2,1,1.34,1.88,2.07,2.26,2.49,0,0,0,0,0
200000002,531,0,0,0,4,1,1.35,1.89,2.07,2.26,2.66,0,0,0,0,0
200000002,538,1,4,2,0,0,1.47,1.86,2.07,2.26,2.64,0,1,0,0,0
200000002,548,0,0,0,4,1,1.35,1.89,2.07,2.26,2.63,1,0,0,0,0
200000002,561,0,0,0,0,0,1.33,1.51,2.07,2.26,2.62,1,1,0,0,0
200000002,571,0,0,0,0,0,1.5,1.89,2.01,2.26,2.64,0,0,0,0,0
200000002,585,0,0,0,0,0,1.5,1.57,2.01,2.24,2.55,0,0,0,1,0
200000002,592,0,0,0,0,0,1.42,1.89,2.06,2.19,2.39,1,0,0,0,0
200000002,600,0,0,0,0,0,1.39,1.83,2.06,2.24,2.77,0,0,0,0,0
200000002,612,0,0,0,0,0,1.32,1.89,2.06,2.24,2.75,0,1,0,0,0
200000002,632,0,0,0,0,0,1.41,1.89,2.11,2.24,2.79,0,1,0,0,0
200000002,644,0,0,0,0,0,1.5,1.85,2.06,2.24,2.79,1,0,0,0,0
200000002,646,0,0,0,0,0,1.5,1.85,2.06,2.24,2.79,0,0,0,0,0
200000002,647,0,0,0,0,0,1.5,1.85,2.06,2.24,2.79,0,0,0,0,0
200000002,658,0,0,0,0,0,1.26,1.88,2.06,2.24,2.79,0,0,0,0,0
200000002,672,0,0,0,0,0,1.42,1.86,2.06,2.24,2.76,0,0,0,0,0
200000002,677,0,0,0,0,0,1.42,1.85,2.06,2.24,2.77,0,1,0,0,0
200000002,685,0,0,0,0,0,1.42,1.87,2.06,2.24,2.77,0,0,0,0,0
200000002,692,0,0,0,0,0,1.42,1.87,2.06,2.24,2.78,0,1,0,0,0
200000002,698,0,0,0,0,0,1.42,1.51,1.97,2.24,2.77,0,0,0,0,0
200000002,709,0,0,0,0,0,1.36,1.84,2.09,2.24,2.8,0,0,0,0,0
200000002,715,0,0,0,0,0,1.5,1.8,2.09,2.24,2.79,0,0,0,0,0
200000002,719,0,0,0,0,0,1.5,1.8,2.14,2.24,2.79,0,0,0,0,0
200000002,729,0,0,0,0,0,1.5,1.82,2.09,2.24,2.8,0,0,0,0,0
200000003,5,1,2,3,0,0,1.59,1.87,1.97,2.09,2.66,0,0,0,0,0
200000003,9,0,0,0,2,1,1.51,1.89,1.99,2.09,2.66,0,0,0,0,0
200000003,12,0,0,0,0,0,1.51,1.89,1.99,2.09,2.66,0,0,0,0,0
200000003,22,0,0,0,0,0,1.5,1.9,1.99,2.09,2.66,0,0,0,0,0
200000003,26,0,0,0,0,0,1.5,1.9,1.99,2.09,2.67,0,0,0,0,0
200000003,49,0,0,0,0,0,1.35,1.87,1.93,2.09,2.59,1,0,1,0,0
200000003,56,0,0,0,0,0,1.39,1.9,1.91,2.12,2.62,1,0,1,0,1
200000003,70,0,0,0,0,0,1.39,1.89,1.91,2.12,2.67,1,0,0,0,0
200000003,71,0,0,0,0,0,1.39,1.89,1.91,2.12,2.67,1,1,0,0,0
200000003,78,0,0,0,0,0,1.47,1.85,1.95,2.12,2.5,0,0,0,0,1
200000003,85,0,0,0,0,0,1.47,1.9,1.95,2.12,2.44,0,1,0,0,0
200000003,92,0,0,0,0,0,1.39,1.46,1.99,2.12,2.4,0,0,0,0,0
200000003,99,0,0,0,0,0,1.47,1.9,1.95,2.12,2.67,0,0,0,1,0
200000003,117,0,0,0,0,0,1.43,1.35,1.95,2.16,2.67,1,1,0,0,0
200000003,125,0,0,0,0,0,1.39,1.84,1.93,2.16,2.67,1,0,0,0,0
200000003,132,0,0,0,0,0,1.19,1.89,1.99,2.16,2.67,1,0,0,0,0
200000003,133,0,0,0,0,0,1.19,1.89,1.99,2.16,2.67,1,0,0,0,0
200000003,137,0,0,0,0,0,1.19,1.89,1.99,2.16,2.67,1,1,0,0,0
200000003,144,0,0,0,0,0,1.21,1.35,1.99,2.16,2.67,1,0,0,0,0
200000003,151,0,0,0,0,0,1.39,1.9,1.99,2.16,2.64,1,0,0,0,0
200000003,163,0,0,0,0,0,1.39,1.9,1.94,2.16,2.61,1,0,0,0,0
200000003,173,1,5,1,0,0,1.49,1.5,1.97,2.16,2.49,0,1,0,0,0
200000003,175,0,0,0,5,1,1.48,1.5,1.97,2.16,2.49,0,1,0,0,0
200000003,177,0,0,0,0,0,1.48,1.5,1.99,2.16,2.49,0,0,0,1,0
200000003,190,1,5,1,0,0,1.35,1.88,1.99,2.16,2.44,0,0,0,0,0
200000003,191,0,0,0,5,1,1.35,1.88,1.99,2.16,2.43,0,1,0,0,0
200000003,198,0,0,0,0,0,1.35,1.56,1.99,2.16,2.66,0,0,0,0,0
200000003,205,0,0,0,0,0,1.49,1.9,1.97,2.16,2.34,0,0,0,0,0
200000003,212,0,0,0,0,0,1.49,1.78,1.99,1.97,2.67,0,0,0,0,0
200000003,226,0,0,0,0,0,1.27,1.52,1.95,1.97,2.67,1,1,0,1,0
200000003,230,0,0,0,0,0,1.27,1.52,1.95,1.97,2.67,1,1,0,1,0
200000003,231,0,0,0,0,0,1.27,1.52,1.95,1.97,2.67,1,0,0,0,0
200000003,238,0,0,0,0,0,1.46,1.89,1.89,2.16,2.67,0,0,0,0,0
200000003,243,0,0,0,0,0,1.46,1.89,1.89,2.16,2.67,0,0,0,0,0
200000003,250,0,0,0,0,0,1.46,1.89,1.99,2.15,2.66,0,1,0,0,0
200000003,257,0,0,0,0,0,1.46,1.57,2,2.16,2.64,0,1,0,0,0
200000003,264,1,2,2,0,0,1.37,1.26,1.96,2.16,2.67,1,1,0,0,0
200000003,265,0,0,0,2,1,1.37,1.26,1.96,2.16,2.67,1,1,0,0,0
200000003,269,0,0,0,0,0,1.37,1.26,1.96,2.16,2.67,1,0,0,0,0
200000003,276,0,0,0,0,0,1.4,1.89,2,2.16,2.64,0,0,0,0,0
200000003,283,0,0,0,0,0,1.37,1.89,2,2.14,2.64,0,0,0,0,0
200000003,290,0,0,0,0,0,1.49,1.89,2,2.17,2.67,0,0,0,0,0
200000003,298,0,0,0,0,0,1.48,1.89,2.01,2.18,2.69,0,0,0,0,0
200000003,302,0,0,0,0,0,1.48,1.89,1.97,2.18,2.68,0,0,0,1,0
200000003,309,0,0,0,0,0,1.34,1.89,2.01,2.03,2.69,0,1,0,0,0
200000003,323,0,0,0,0,0,1.33,1.89,1.98,2.21,2.7,0,0,0,1,0
200000003,332,0,0,0,0,0,1.47,1.89,2.01,1.9,2.7,0,0,0,1,0
200000003,342,0,0,0,0,0,1.4,1.89,2.02,2.02,2.6,1,0,0,0,0
200000003,355,0,0,0,0,0,1.26,1.81,1.97,2.21,2.66,1,1,0,0,0
200000003,356,0,0,0,0,0,1.23,1.81,1.97,2.21,2.67,0,0,0,0,0
200000003,363,0,0,0,0,0,1.27,1.89,2.02,2.2,2.67,0,1,0,0,0
200000003,377,0,0,0,0,0,1.21,1.87,2.02,2.21,2.71,1,0,0,0,0
200000003,382,0,0,0,0,0,1.24,1.87,2.02,2.21,2.71,0,0,0,0,0
200000003,389,0,0,0,0,0,1.47,1.89,2.02,2.21,2.7,0,0,0,1,0
200000003,396,0,0,0,0,0,1.47,1.89,2.02,1.94,2.69,0,0,0,0,0
200000003,410,0,0,0,0,0,1.33,1.89,2.02,2.21,2.7,0,0,0,0,0
200000003,417,0,0,0,0,0,1.34,1.89,2.02,2.21,2.65,0,0,0,1,0
200000003,420,0,0,0,0,0,1.34,1.89,2.02,2.21,2.65,0,0,0,1,0
200000003,423,0,0,0,0,0,1.34,1.89,2.02,2.21,2.65,0,0,0,1,0
200000003,429,0,0,0,0,0,1.34,1.57,2.02,1.98,2.65,0,1,0,0,0
200000003,436,0,0,0,0,0,1.38,1.57,2.02,2.18,2.67,0,1,0,0,0
200000003,443,0,0,0,0,0,1.47,1.77,2.02,2.18,2.64,0,0,0,0,0
200000003,450,0,0,0,0,0,1.47,1.57,2.02,2.21,2.7,0,0,0,0,0
200000003,463,0,0,0,0,0,1.35,1.57,2.02,2.21,2.7,1,1,0,0,0
200000003,464,0,0,0,0,0,1.35,1.57,2.02,2.21,2.7,0,1,0,0,0
200000003,471,0,0,0,0,0,1.39,1.36,2.02,2.21,2.7,0,0,0,0,0
200000003,478,0,0,0,0,0,1.26,1.88,1.99,2.21,2.7,0,0,0,0,0
200000003,485,0,0,0,0,0,1.39,1.88,2.01,2.21,2.7,1,1,0,0,0
200000003,492,0,0,0,0,0,1.33,1.57,2.06,2.21,2.58,1,1,0,0,0
200000003,497,0,0,0,0,0,1.33,1.57,2.06,2.21,2.58,0,0,0,0,0
200000003,504,0,0,0,0,0,1.21,1.89,2.07,2.21,2.53,0,0,0,0,0
200000003,518,0,0,0,0,0,1.47,1.51,2.07,1.96,2.64,0,0,0,0,0
200000003,530,0,0,0,0,0,1.35,1.89,2.07,2.26,2.63,0,0,0,0,0
200000003,537,0,0,0,0,0,1.47,1.86,2.07,2.26,2.66,0,1,0,0,0
200000003,544,0,0,0,0,0,1.46,1.56,2.05,2.26,2.59,0,0,0,0,0
200000003,552,0,0,0,0,0,1.35,1.89,2.07,2.26,2.63,0,0,0,0,0
200000003,569,0,0,0,0,0,1.48,1.89,2.07,2.26,2.6,0,0,0,0,0
200000003,570,0,0,0,0,0,1.48,1.89,2.07,2.26,2.6,0,0,0,0,0
200000003,584,0,0,0,0,0,1.5,1.57,2.01,2.24,2.73,1,0,0,1,0
200000003,591,0,0,0,0,0,1.42,1.89,2.06,2.19,2.49,1,0,0,0,0
200000003,598,0,0,0,0,0,1.5,1.83,2.06,2.24,2.59,0,0,0,0,0
200000003,605,0,0,0,0,0,1.41,1.83,2.06,2.24,2.79,0,0,0,0,0
200000003,619,0,0,0,0,0,1.48,1.57,2.06,2.24,2.79,0,0,0,0,0
200000003,631,0,0,0,0,0,1.41,1.89,2.11,2.24,2.79,0,1,0,0,0
200000003,638,0,0,0,0,0,1.47,1.56,2,2.24,2.79,1,0,0,0,0
200000003,649,0,0,0,0,0,1.5,1.85,2.06,2.24,2.79,0,0,0,0,0
200000003,663,0,0,0,0,0,1.37,1.8,2.06,2.24,2.76,1,1,0,0,0
200000003,664,0,0,0,0,0,1.37,1.8,2.06,2.24,2.76,0,0,0,0,0
200000003,671,0,0,0,0,0,1.42,1.86,2.06,2.24,2.72,0,0,0,0,0
200000003,679,0,0,0,0,0,1.42,1.85,2.06,2.24,2.77,0,1,0,0,0
200000003,684,1,2,3,0,0,1.42,1.85,2.06,2.24,2.77,0,0,0,0,0
200000003,693,1,2,1,2,1,1.42,1.51,2.02,2.24,2.77,0,1,0,0,0
200000003,694,1,2,2,2,1,1.42,1.51,2.02,2.24,2.77,0,1,0,0,0
200000003,705,1,2,1,2,1,1.49,1.87,1.99,2.24,2.79,0,0,0,0,0
200000003,720,1,2,1,2,1,1.5,1.8,2.14,2.24,2.79,0,0,0,0,0
200000003,721,1,2,3,2,1,1.51,1.82,2.09,2.24,2.8,0,0,0,0,0
200000003,724,0,0,0,2,1,1.51,1.82,2.09,2.24,2.8,0,0,0,0,0
200000004,2,0,0,0,0,0,1.59,1.87,2.01,2.09,2.66,0,0,0,0,0
200000004,7,0,0,0,0,0,1.59,1.88,2.01,2.09,2.66,0,0,0,0,0
200000004,19,0,0,0,0,0,1.52,1.89,1.99,2.09,2.66,0,0,0,0,0
200000004,36,0,0,0,0,0,1.5,1.9,1.99,2.09,2.67,0,0,0,0,0
200000004,39,0,0,0,0,0,1.5,1.9,1.99,2.09,2.67,0,1,0,0,0
200000004,48,0,0,0,0,0,1.35,1.87,1.93,2.09,2.59,1,1,0,0,0
200000004,55,1,5,1,0,0,1.39,1.9,1.91,2.12,2.62,1,0,1,0,0
200000004,63,0,0,0,5,1,1.39,1.89,1.91,2.12,2.67,0,0,0,0,0
200000004,75,0,0,0,0,0,1.35,1.83,1.95,2.12,2.55,1,1,0,0,0
200000004,93,0,0,0,0,0,1.39,1.58,1.99,2.12,2.34,0,0,0,0,0
200000004,105,0,0,0,0,0,1.47,1.9,1.95,2.12,2.67,0,0,0,1,0
200000004,106,0,0,0,0,0,1.47,1.9,1.95,2.16,2.67,0,0,0,1,0
200000004,115,0,0,0,0,0,1.43,1.35,1.99,2.16,2.67,1,1,0,0,0
200000004,122,0,0,0,0,0,1.39,1.84,1.95,2.16,2.62,1,1,0,0,0
200000004,125,0,0,0,0,0,1.39,1.84,1.93,2.16,2.67,1,0,0,0,0
